text,category,priority
target reported fraudulently opened account credit went charge damaged credit numerous attempt request target validate account went ignored provided writing copy original application payment supposedly received account disputing month get ignored finally spoke person offered settlement account lieu deletion even though account agree pay could delete received payment refuse delete account hurting report great deal provided could police report copy id s card could compare know identity theft ignore arrogant negligent provided proof validating ownership account took money belong,broken_product,high
pro collect attempting collect debt owe made several attempt receive information debt received none also debt supposedly fee broken lease however received order commander move back immediately serious health issue going commander gave written provided leasing company would let lease even felt owed money repair cleaning never given type letter break paid dollar security deposit upon moving moved paid rent month month term rent month apartment filled shortly left per neighbor informing successfully mitigated damage per tennessee law arent able demand money longer period time ever received break debt high able fill apartment kept entire security deposit collection agency responded attempt made send documentation debt given circumstance believe debt owe debt leasing company disregard commander letter relocate back barrack debt severely impacting ability move forward life cant get information,broken_product,critical
received letter apartment door would need vacate apartment face eviction moved emailed called let know would leaving talked apartment complex manager assured owed nothing could leave wanted gone date received letter hunter warfield explaining owed client shocked asked validation debt received reply back mailed document saying owed rent reimbursed apartment complex part hunter warfield say amount still owed owe nothing anyone payed last month rent ive showed hunter warfield email stating would leaving showed payment point ive getting run around hunter warfield say contact say contact apartment complex however pick try see reach someone actually pic ive however left message apartment call back ive disputed debt hunter warfield told still owed debt credit report refuse pay debt make disheartening one lied credit score credit reputation destroyed lie,broken_product,high
opened citi checking account offer suppose make deposit ally bank tried add new account working online verification failed even using right credential manual also failed even using right routing account number chatted citi help called citi help worse case scenario existing citi online access citi credit card also working citi blame customer clear cache cooky even server side issue citi broken manageable size shape falling weight outsource work maximum profitability hire locally smart people,broken_product,high
soc sec dob address fl attention dispute department today date serf notify inaccurate information credit report per file sent letter via registered mail purpose formal escalation appropriate court law need arise recently denied application mortgage car loan credit card health insurance employment florida xxxxupon closer look due inaccurate information credit report mine florida id social security card stolen disputing charge proved fraudulent account also included copy police report unnecessarily embarrassed oversight part maybe credit reporter part erroneous information degrading defamatory also damaged good credit standing prevented something badly needed caused much stress affected health short quality life negatively affected inaccurate information credit report detailed follows dp educ xxxxxxxx soc sec dob address fl,broken_product,high
monday contacted experian asked speak fraud specialist receiving alert new inquiry recently appeared credit file credit monitoring service pay call experian file dispute fraudulent inquiry appeared credit file connected experian explained fraud alert credit file wanted know fraudulent inquiry credit file also explained recently applied credit loan loan matter inquiry submitted fraudulently would like dispute fraudulent inquiry told experian would allow dispute fraudulent inquiry credit file recently lifted security freeze explained fact temporarily lift security freeze process opening new business account order evaluate credit worthiness required temporarily lift security freeze could check credit security freeze confused existing extended fraud alert credit file security freeze additional layer protection afforded experian protect credit experian offer option online http consumer temporarily lift permanently lift add security freeze utilized feature provided experian may conduct business regard opening new business checking account apparently someone fraudulent access social security number applied credit name time security freeze momentarily lifted explained lifted security freeze temporarily conduct financial business mean applied credit different time wished file dispute continued tell experian would unable dispute inquiry made security freeze temporarily lifted would able dispute inquiry went tell contact company inquired credit file told right consumer dispute inaccurate fraudulent information found credit file experian obligation investigate claim fraud company listed credit file refused dispute fraudulent inquiry assist anyway point asked connect supervisor brief hold returned call notified supervisor unavailable would supervisor contact notified would receiving call supervisor ended call call proceeded contact several bank listed credit file inform hard inquiry conducted fraudulent initiated anyone permissible purpose check credit loan applied loan ever also explained representative fraudulent inquiry needed removed immediately successful contacting three bank pulled credit contacted told representative would write letter fraudulent inquiry would take day removed also told representative application denied existing fraud alert also told application credit submitted car dealership representative refused give information car dealership application content fraudulent inquiry remains credit contacted told one credit application representative would reach via phone called began explained fraudulent inquiry expressed apology hard inquiry told would contact experian remove inquiry asked credit application content revealed application made name date birth application match information also told discrepancy found fraudulent credit application told date birth application date birth relieved finally get confirmation fraudulent credit application submitted name using social security number told would forwarding information gave detective police department going criminal case criminal case number contacted told one available handle issue someone would call back today received call financial institution fraudulent inquiry remains credit contacted obtained resolution able contact anyone assist fraudulent inquiry inquiry remains contacted different number completely unsuccessful finding someone institution could assist matter fact phone number listed inquiry company experian even working number use locate phone number even one willing assist given run around fraudulent inquiry still exists credit file business banking customer contacting financial institution dispute fraudulent inquiry made however continue chase around company know nothing hoping get fraudulent credit inquiry removed credit file never permitted authorized first place contacted experian fraudulent credit inquiry requested disputed due fraud told experians fraud specialist experian would conduct investigation fraudulent credit inquiry fraud specialist went tell reason investigate inquiry made code permissible purpose made credit available creditor argued inquiry permissible stark difference permissible fraud reminded representative inquiry made fraudulently never applied loan representative refused open investigation dispute would like express absolute disappointment frustration experian blocking denying refusing dispute fraudulent inquiry one hand allowed six financial institution pull fraudulent hard inquiry credit file allowing personal business reputation damaged even though existing extended fraud alert supposed prevent thing hand experian refuse take action also blocking preventing consumer dispute fraudulent inquiry personal credit file experian refusal conduct investigation allow dispute requested irresponsible negligent allowing fraudulent hard inquiry refusing right dispute fraudulent inquiry unlawful damaged credit credit worthiness according fcra experian obligated dispute incorrect fraudulent information found personal credit file victim identity theft fraud done everything required experian protect fraud locking credit file adding extended fraud alert last year filing identity theft report local police department filing identity theft report fcc sending identification experian prove identity utility bill prove residence even sent page police report provided detective police department regarding identity theft number closing complaint would like request experian open dispute fraudulent inquiry credit authorized conducted requested permitted applied credit listed financial institution ever point time period request credit fraudulently obtained highly aware date birth fraudulent credit application differs mine willing work experian resolving issue allow experian continue cause harm credit allowing fraudulent inquiry remain credit file blocking dispute request hesitate seek legal counsel seek damage highest amount possible experian negligence making credit file available fraudulent access refusal dispute fraudulent inquiry obligated law experian notified inquiry fraudulent point experian ignoring request dispute expressed refusal anything fraudulent request credit history,broken_product,critical
reviewed credit report found inaccurate account entry identified inquiry placed credit without knowledge negative account inquiry caused great deed hardship credit unfair feel like situation someone else selfish behavior choice suffer consequence absolutely idea anyone would personal information would able obtain account hard acquire new credit credit damaged state asking please account inquiry removed credit timely manner also keep mind account inquiry belong,broken_product,high
came home assignment going mail letter bank america advising status attempt open new account anytime attempted open account bank declined attempt bank required person identity due patriot act bank america opened account even sent bank atm card address instruction activation balance established amount bank america account also sounded like paper check issued come mailbox like atm card tried contact would even talk unless gave social security number terrified credit going damaged impacted bad way someone trying steal identity personal bank xxxxxxxx contacted told federal trade commission please help work hard struggled much evil person rip fraud identify theft attempted upload document site would let upload document thank much,broken_product,high
want first apologize definitely still learning process truly attempting understand thing said creates hrey space organization operate receiving outpatient care ended month missed payment made payment additional medical issue left incapable executing financial responsibility applied loan modification approved house damaged due hurricane florence natural declared disaster credit report changed several time freedom mortgage put delinquent status month time forbearance natural disaster military order impact information reported credit agency year forbearance however current went forbearance implemented yet positive reporting negative information reported please pardon ignorance,broken_product,critical
lvnv funding state found record supporting allegation including without limitation lvnv improperly used obscene belligerent language however offended use language lvnv funding capital service notice communication lvnv funding capital service debt collector debt owed collection word find offensive notice included several violation usc using word notice personal information attached furthermore notice received inconvenient time lastly lvnv validated contract consented agreed company lvnv continued damaged credit reputation violation harming physical reputation caused loose business opportunity trying funding llc unlawful attempt prejudice security interest liberty action estate injuring damaging unlawful trespass violation limited title usc title usc c c title usc article sec constitution united state america nunc pro tunc demanding remove delete collection three credit bureau cease communication,broken_product,high
timeline first lender interest rate see title attached ocwen purchased loan amount initial payment note monthly ocwen ca hardship ocwen letter support application loan modification approved ocwen suppose help u get mortgage payment back track affordable mortgage lived home year want work hard keep fell behind mortgage payment due loss income due loss job year husband injured job filed claim l osha fired file pension rest life hard time dealing debt never financial problem many expense managing home family hard employed business year working inside injured job filed claim l osha immediately husband fired file pension rest life accrued mountain financial medical bill credit history destroyed hard time dealing debt lower income two year granted applied application assistance placed forbearance plan accumulated excessive late fee attorney fee reoccurring foreclosure fee fraud homeowner abuse unfair deceptive practice like lending unprocessed modification illegal threat foreclosure charging payment modification denied several time finally given loan modification agreement begin received notice assignment sale transfer servicing right ocwen loan number effective ocwen sold loan pour principal balance ocwen called pph mortgage service nj ocwen added loan abusively continue report loan late addition credit history damaged reporting u late ocwen sold loan charged excessive late fee continuously placing u forbearance failed accrued fee attorney fee hidden fee failing report payment selling loan gmac mortgage finally house went foreclosure forced file chapter order save home widespread mortgage servicing issue failing apply report payment mortgage company mortgage company abusive unprofessional,broken_product,critical
filed multiple complaint matter particular bureau regarding incorrect information two past credit card account investigation discover claim accurate remove account immediately completed investigation removed account without hesitation looking forward action taken negative information hindering financial state unprecedented time attach supporting documentation regarding result investigation,broken_product,critical
soc sec dob address fl attention dispute department today date serf notify inaccurate information credit report per file sent letter via registered mail purpose formal escalation appropriate court law need arise recently denied application mortgage car loan credit card health insurance employment florida ddupon closer look due inaccurate information credit report mine florida id social security card stolen disputing charge proved fraudulent account also included copy police report unnecessarily embarrassed oversight part maybe credit reporter part erroneous information degrading defamatory also damaged good credit standing prevented something badly needed caused much stress affected health short quality life negatively affected inaccurate information credit report detailed follows b u bkpt ct fl xxxxxxxx docket source file date amount status date plaintiff action type status chapter bankruptcy dismissed b auto bankruptcy chapter soc sec dob address fl,broken_product,high
owned house hawaii house tv internet due volocano fire house destroyed currently property covered foot lava way get property everything destroyed contact regarding cable box burnt destroyed believe basis bill say owe told would pay would take care many many phone call continues problem collection agency contacted last year wrote explanation problem said would take care since told would responsible owing returning equipment could returned due natural disaster asking removed credit report small amount money good faith followed procedure talked lava flow federal natural disaster widely known occurred house taken personally home lost one address property involved time lava hi owner address access mailbox nothing left except presumed foot lava covering everything please help resolve nothing else seemed work told happens two different thing thank,broken_product,high
s dob address xxxxxxxx fl attention dispute department today date serf notify inaccurate information credit report per file sent letter via registered mail purpose formal escalation appropriate court law need arise recently denied application mortgage car loan credit card health insurance employment florida closer look due inaccurate information credit report mine florida id social security card stolen disputing charge proved fraudulent account also included copy police report unnecessarily embarrassed oversight part maybe credit reporter part erroneous information degrading defamatory also damaged good credit standing prevented something badly needed caused much stress affected health short quality life negatively affected inaccurate information credit report detailed follows last reported reported balance last reported open balance last reported open balance last reported open balance s dob address xxxxxxxx xxxxxxxx fl,broken_product,high
may concern writing formally complain citi bank disregard happening client citi credit card balance seeking assistance never missed payment perfect credit asking interest deferral buy time pay card self employed lost work income want differ payment interest still accrue really doesnt help bank car payment credit card loan stepped deferred payment interest someone authority look practice need ask need collect interest people couple month away losing everything shame citi cant come better solution please help matter way sure thousand upon thousand people bullied strong armed citi better corporate citizen obviously concerned anything interest earned hard working people desperately need assistance thesis unprecedented difficult time thank time consideration,broken_product,high
credit collection serv furnishing personal private information third party agency written consent direct violation usc reporting severely damaged reputation continue infringe upon right privacy federally protected consumer also contract company hello name im submitting complaint third party involved,broken_product,high
nj ssn may concern thank taking time read letter im writing noticed recent credit report contains late payment reported comenity wayfair account want know understand financial obligation werent wrong address file called month ago change would missed payment debit card stolen got new one didnt remember call bank since didnt receive letter new address late payment since found late called bank right away made complete payment dont remaining balance excellent payment record never missed ive spotless record payment im planning apply auto loan come attention missed payment record could hurt ability qualify truly believe doesnt reflect creditworthiness commitment repaying debt would help immensely could give second chance make goodwill adjustment remove late payment thank consideration hope youll approve request best,late_delivery,high
received late fee interest charge payment capital one submitting payment two day scheduled due unforeseen circumstance related pandemic contacted explain situation declined waive fee instead directed debt collector already made payment asked information get reassurance would charged fee closed account based lack transparency poor customer service paid fee next statement full due received another interest charge month contacted customer service send information statement justify fee said could asked file formal complaint said way,late_delivery,high
credit card always made payment time reason realized late payment credit report called said system mistakenly put paperless billing request caused day late account posting error see always stellar payment record tried contacting experian successful resolution experian reporting day late error part never late,late_delivery,high
charge appeared discover card statement payment protection service never signed contacted discover agreed credit amount past month charge amount informed member program since asked seen large charge informed keep lower balance card feel reimbursed charge related since signed without knowledge year also see discover card settle class action suit back part unaware suit also never used benefit plan unaware also would never used plan never need,late_delivery,high
applied credit card today approved idea get approved since negative account information credit called ask denied told reason approved credit card account negative standing credit immediately looked credit report found three account mine account none account belong never opened account company reason believe someone stole personal information used open account without permission already filed police report information never received anything account money good service benefit never allowed company run access credit,late_delivery,critical
hard period every country fighting required attention account found account inquiry never never applied requesting remove credit report personal information stolen used enclosed police report dl ssn please investigate remove account credit report refer matter attorney take immediate legal action constant judgment awarded certainly demonstrate court tolerate bullying made lawful request verify report credit file respectfully suggest complete investigation within time period allotted law event able verify report supply name company address company phone number person verified report full complete report method used perform investigation dictated fair credit reporting act except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter,late_delivery,high
disputed account credit report back nearly two full month heard absolutely nothing credit bureau understand mail may delayed bit due covid nearly double time respond believe intention responding unacceptable,late_delivery,high
see multiple day late mark clear violation right fcra company never responded attempt obtain proof documentation prove account reported accurately,late_delivery,high
several inaccurate item reporting credit report never late following account open date open date dept education opened date dept education opened date following account mine reporting address transunion address transunion address address unauthorized inquiry time time time,late_delivery,high
signed american consumer credit counseling back help put credit card payment debt management plan making one lump sum payment lower interest rate card month still reported late damaging score severely company insisted fault continued taking money monthly nothing causing score tank horrible service,late_delivery,high
purchased item home depot approved klama inc credit account balance due amount dollar attempted line make payment prior due date able klama error message could submit payment time tried many time failed tried calling klarna customer service resolve issue got recorded massage said go web pay however received late pay email klarna late fee payment accepted paid total plus late fee time play game company rip people fee company committed grave malfeasant matter know many people,late_delivery,high
jefferson capital system added derogatory mark credit report thi account originally medical bill paid insurance prior creditor selling collection account longer responsible account many unsuccessful dispute credit bureau reference fraudulent account also written form communication contract signature accused debt bill without signature validate debt according fcra jefferson capital system violated right consumer im requesting legal action remove account immediately,late_delivery,critical
sent letter regarding inaccurate unknown thing credit report day day later received response yet information also impacted data breach may got hand wrong person,late_delivery,high
sent dispute incorrect information reported credit report nothing done mailed letter bureau know little extra time never received investigation result,late_delivery,high
hello disputed collection account bureau resolution company investigate send automated response updated without calling investigating company debt slated come credit report six year debt listed new causing credit drop report new collection old one reported time without resolution illegal date feel hopeless please help,late_delivery,high
ftc form confirmation please note information remain following product service restricted public record product available commercial government entity meet credentialing requirement used detect prevent fraud enforce transaction perform due diligence critical business government function product regulated fair credit reporting act third party data available real time gateway news legal document question regarding confirmation notice please contact privacy hotline inquiry usbk court texa usbk court texa,late_delivery,critical
affiliated management service am posted two collection account credit report one specialist first reported incorrect fcra section entititled maximum accuracy found pulling credit report failed issue notice pursuant code recorded phone call agreed pay delete mawd pathology even though idea debt even validated accept debt mine since low amount paid anyway charge sent letter revoking authorization allowed contact regarding personal health information phi lettter also stated demanded instruct am delete collection check cashed clearly stated comment cashing agree term letter dated x followed call billing department confirming everything also proof file am am sent management email asking detail confirmed tried call sending collection notice compliance code sent confirm number address using medical practice debt collection company caused severe emotional financial harm reporting erroneous inaccurate information verifying status credit reporting bureau violated federal state statute opinion well hipaa fact law predatory practice never received bill notice either original company received reimbursement insurance least service sending billing information third party permitted business purpose follow minmum necessary standard unfortunately case believe standard followed complaint also filed,late_delivery,critical
bank america boa visa card switched paperless billing without consent boa representative claimed visited website could send proof never sent letter detailing change account asked something signed sent notice change relationship representative stated like box assume happened month ago next letter received already multiple month late payment never received bill paying closing account primary credit card want business realize paperless billing save money incentive program employee switch people never knowingly agreed paperless billing financial relationship,late_delivery,high
filed dispute credit reporting agency regard inaccurate information reporting credit report never received notification regard investigation result day filed day demand comply credit bureau still yet receive response initial dispute day demand,late_delivery,high
client honda financial since month hospitalized get emergency got hospital go honda financial attempted call old phone number hadnt received payment contacted honda financial made necessary payment bring account date informed late payment due hospitalization explained client honda financial since never made late payment kindly asked could drop day lateness credit report needed could provide documentation support claim representative told nothing could drop late payment,late_delivery,critical
sent letter regarding inaccurate unknown thing credit report day day later received response yet feel like taken advantage ignored dispute section plainly stated failure investigate item within day give reason immediately remove item credit report day deleted promptly demand account deleted immediately file litigation due stress caused information also impacted data breach may got hand wrong person,late_delivery,critical
score drastically dropped point equifax updating information late scored dropped old information new collection appeared dispute month ago,late_delivery,high
late informed via account mine gone collection notice reviewed equifax report noticed following company called sent collection agency notice equifax equifax downgraded score many point point pu option could dispute collection notice opted dispute credit reporting researched source filing appears original creditor account opened apparent cable connection balance due called reference name tied account called reference name tied account opted file dispute cable service opened account equifax filing dispute note reviewing taking action step took hour workday get equifax stating dispute claim finding completed finding following result dispute following copied pasted received nothing asked confirm debt anything whatsoever review filing debt etc idea purported consisted ask provided proof linking account called time first time advised able find physical address removing phone number collection call owe anything fyi never getting collection call time phone call failed told name tied anything time speak told call back monday call call researching division behind original debt friendly courteous extent could told could find link name address known address finally seeing getting anywhere company opted file claim state oklahoma cdt decide view credit card detail appears company called listed creditor throughout day spoke spoke got nowhere either company company asked get information company neither company could provide detail supporting debt reported need help getting cleared getting bottom respectfully,late_delivery,high
noticed fraudulent charge bank america checking acct shown charhed amount charge get approved bank second charge amount bank honor however charge listed call number associated charge answer phone may help explained two fraudulent charge man named said would take minute find charge investigator would call back shortly call said routing info cc file acct asked log home computer put card info back could refund two charge yes known better needed money back acct use banking acct routing info asked put debit card info happen said money would acct next business day started receiving text bank asking verify following charge process immediately called fraud dept bank told making charge debit card bank declined thankfully today written done two company said one second called learned happens daily looked ftc surprised see ftc said successfully stopped scam contacting let know alive well scamming people like everyday angry hit return call reach actually answered said would call back make sure computer could refund money waited happened bank called put speaker branch manager could hear told contact guy would refunded yr young get social security last till next month fraudulent charge almost half total income gave bill pay call tell payment late month upset really known better think speaking didnt think anything pray catch throw jail need contact ga person read address make sure talking know everything call,late_delivery,critical
called auto loan company told need pay pst payment past late fee generated told able pay right need make sure late fee applied correctly recorded call told would guaranteed would even follow today pst got phone employee manager told paid next car note told unsatisfied next car note even due yet putting bad situation late fee still receiving phone call told way done nothing could auto deal,late_delivery,high
submitted multiple document credit reporting agency inaccurate fraud related information reporting consumer report listing violation law committed speaking withnmy consumer attorney compensated account reporting law respondent furnished inaccurate information consumer credit consumer reporting agency cras knew reasonable cause believe inaccurate violation fair credit reporting act fcra respondent furnishing certain consumer account failed provide cras date delinquency commenced violation respondent failed conduct reasonable investigation consumer dispute timely fashion violation b e e iii fcra document filed page b e e iii e e regulation v e e respondent failed make determination provide required notice consumer dispute frivolous irrelevant require investigation violation f fcra f ii iii f regulation v f respondent failed establish implement review update reasonable policy procedure regarding furnishing consumer information cras violation respondent covered person engaging violation federal consumer financial law violated consumer financial protection act cfpa cfpa cfp,late_delivery,high
employed citibank contribution citi deposited year citi contribution deposited already rolled existing monies previously never sent notice email letter etc stating choose anything monies deposited would automatically roll citi ira received email today stating statement online review account number information ira amount called informed monies different bank bank would one let know day response period eventually sent back citi placed citi ira believe citi sent information tried take appropriate step roll monies informed blocked account told would unblocking account kyc form document filled required new customer new customer never authorized new customer citi could explain never received document fill find puzzling could already block account even day need account block removed roll,late_delivery,high
sent letter disputing account erroneous mailed certified mail tracking received dispute received investigation reference erroneous account effecting credit sent letter received complaining violating law investigating false account reporting inaccurately report date updated report reflecting current dispute even though received want also make note contacted creditor directly request verification heard response well except removed inaccurate account want make known final attempt resolve matter amicably pursue legal action cedar business service llc non compliance law damage emotional physical distress statutory damage attorney fee court cost,late_delivery,high
submitting request following reason received response regarding incorrect information credit report credit reporting agency many many month late payment credit report never late account incorrect old information credit report properly notified transunion issue multiple time however incorrect information still showing know else point receiving information,late_delivery,high
complaint synchrony bank credit card bank many year good standing credit limit balance year paying card security program cover job loss unforeseen event covid pandemic hit promptly messaged syncrony bank let know going lose job needed take advantage card security program hear back called requested delay payment suggested covid program accepted immediately reduced credit limit limit tanked credit score point marked late payment credit score paid payment minimum try repair get back good standing payment went threw reduced limit balance reducing credit score job back making additional payment without adding anything balance today closed account saying due credit score aware score lower normal mostly due business practice marking credit report late reducing limit,late_delivery,critical
back somebody withdraw account ending one citibank branch without authorization called bank several time report unauthorized teller withdrawal request investigation refund account also submitted claim citibank unauthorized transaction account citibank send letter notify open dispute unauthorized transaction also send statement unauthorized use request needed sign immediately signed send however never heard citibank even though called several time never gave answer refund start calling every week request update dispute refund several call finally told never got document needed sigh asked send document got document send called verify received several call almost two month later told didnt received document make sure get ill need go nearest citibank branch ask send went branch va address va spoke branch manager vice president nmls id explained issue assured going send information week later call citibank verify gotten document every time called told going send follow investigation contact going refile case going answer within business day also told going place note asked call back within week month called every week every two week follow instruction told still havent get needed sign itll better fax fax document kept calling calling citibank centralized dispute unit number month never got letter email phone call almost two year still havent get refund friday talked supervisor name told case close back however nobody notify month kept calling citibank almost every week sometimes twice week nobody could tell case closed since two year still havent get answer citibank refund account stated citibank withdraw money account authorized one withdraw anything account live va didnt travel ny please help investigate case get money back,late_delivery,critical
sent dispute letter regarding account fix inaccurate information credit report late payment added one closed account account closed date last activity credit bureau reported differently closed account report report report date last activity credit bureau reported differently closed account report report report date last activity account reported differently report report,late_delivery,high
usbank altitude reserve credit card closed usbank paid annual fee give type notification like phone call physical letter arrives month close account told representative refund back annual fee never received type description asked phone representative refund request rejected paid fee use benefit card bank close account without consent refund fee frustrating,late_delivery,high
submit claim predatory lender reporting account charge incorrect late payment ignored evidence submitted different occasion recap claim writing inform error noticed credit report account number item island finance llc identified unpaid type inaccurate account paid accordingly term loan tried make regular monthly payment advice surprise knowledge account island finance llc charge bad debt island finance llc account transferred island finance llc payment made payment platform instructed island finance llc attached email payment confirmation called make monthly payment provided account transferred island finance llc island finance llc payment told account sold another company call company contacted xxxxxxxx claimed none information system wait island finance llc transfer file around three week called island finance llc multiple time attended time pay company named one could take payment island finance llc account already closed new company record account request several time talk management reject petition never answered called back requested several occasion file finally arrived forced submit full payment amount attached bank statement letter evidence finally get letter dated month later claimed transfer account new lender stating account acquired another company named letter contains several error first indicates transaction reflected date loss attachment letter record none payment made debited checking account email confirmation apparently applied remaining balance payment time loss correct reflecting account charge incorrect inaccurate account monthly payment belonged time account transferred island finance llc still made payment around payment adjusted island finance llc attached credit report reflects new payment without notice island finance llc started paying new amount month even higher amount speed payment remaining balance respectfully request thorough investigation account following provided expeditiously island finance llc detailed account analysis statement payment applied recording call summitted payment apply payment account made thru finance platform correct credit report report account paid good standing without write lost recently reported financial institution island finance llc legally mandated follow local federal law fcra correctly report credit agency addition required follow ocif regulation lending institution fair debt collection practice act requesting item removed corrected paid account reported satisfactory enclosed copy payment record email director risk dated island finance llc submitting claim letter paid thru unlawful debt collector bank statement reflecting payment match payment receipt letter island finance incorrectly charging account supporting position please reinvestigate matter delete charge correct status account paid agree satisfactory soon possible,late_delivery,high
filed dispute credit reporting agency regard inaccurate information reporting credit report never received notification regard investigation result day filed day demand comply credit bureau still yet receive response initial dispute day demand,late_delivery,high
started title loan titlemax tn payment made time contacted asking payoff requested payment would made representative responded would ok late fee would incurred received notice via mail postmarked payoff balance visited location directly work make payoff payment refused charge orally spoken sum well resolve talking store representative effort made talk district manager call received back one district manager resolve store payment offered still refused action made fulfill obligation stated,late_delivery,high
